date,spx,vix
2023-01-10,3919.25,20.58
2023-01-11,3969.61,21.09
2023-01-12,3983.17,18.83
2023-01-13,3999.09,18.35
2023-01-17,3990.97,19.36
2023-01-18,3928.86,20.34
2023-01-19,3898.85,20.52
2023-01-20,3972.61,19.85
2023-01-23,4019.81,19.81
2023-01-24,4016.95,19.2
2023-01-25,4016.22,19.08
2023-01-26,4060.43,18.73
2023-01-27,4070.56,18.51
2023-01-30,4017.77,19.94
2023-01-31,4076.6,19.4
2023-02-01,4119.21,17.87
2023-02-02,4179.76,18.73
2023-02-03,4136.48,18.33
2023-02-06,4111.08,19.43
2023-02-07,4164.0,18.66
2023-02-08,4117.86,19.63
2023-02-09,4081.5,20.71
2023-02-10,4090.46,20.53
2023-02-13,4137.29,20.34
2023-02-14,4136.13,18.91
2023-02-15,4147.6,18.23
2023-02-16,4090.41,20.17
2023-02-17,4079.09,20.02
2023-02-21,3997.34,22.87
2023-02-22,3991.05,22.29
2023-02-23,4012.32,21.14
2023-02-24,3970.04,21.67
2023-02-27,3982.24,20.95
2023-02-28,3970.15,20.7
2023-03-01,3951.39,20.58
2023-03-02,3981.35,19.59
2023-03-03,4045.64,18.49
2023-03-06,4048.42,18.61
2023-03-07,3986.37,19.59
2023-03-08,3992.01,19.11
2023-03-09,3918.32,22.61
2023-03-10,3861.59,24.8
2023-03-13,3855.76,26.52
2023-03-14,3919.29,23.73
2023-03-15,3891.93,26.14
2023-03-16,3960.28,22.99
2023-03-17,3916.64,25.51
2023-03-20,3951.57,24.15
2023-03-21,4002.87,21.38
2023-03-22,3936.97,22.26
2023-03-23,3948.72,22.61
2023-03-24,3970.99,21.74
2023-03-27,3977.53,20.6
2023-03-28,3971.27,19.97
2023-03-29,4027.81,19.12
2023-03-30,4050.83,19.02
2023-03-31,4109.31,18.7
2023-04-03,4124.51,18.55
2023-04-04,4100.6,19.0
2023-04-05,4090.38,19.08
2023-04-06,4105.02,18.4
2023-04-10,4109.11,18.97
2023-04-11,4108.94,19.1
2023-04-12,4091.95,19.09
2023-04-13,4146.22,17.8
2023-04-14,4137.64,17.07
2023-04-17,4151.32,16.95
2023-04-18,4154.87,16.83
2023-04-19,4154.52,16.46
2023-04-20,4129.79,17.17
2023-04-21,4133.52,16.77
2023-04-24,4137.04,16.89
2023-04-25,4071.63,18.76
2023-04-26,4055.99,18.84
2023-04-27,4135.35,17.03
2023-04-28,4169.48,15.78
2023-05-01,4167.87,16.08
2023-05-02,4119.58,17.78
2023-05-03,4090.75,18.34
2023-05-04,4061.22,20.09
2023-05-05,4136.25,17.19
2023-05-08,4138.12,16.98
2023-05-09,4119.17,17.71
2023-05-10,4137.64,16.94
2023-05-11,4130.62,16.93
2023-05-12,4124.08,17.03
2023-05-15,4136.28,17.12
2023-05-16,4109.9,17.99
2023-05-17,4158.77,16.87
2023-05-18,4198.05,16.05
2023-05-19,4191.98,16.81
2023-05-22,4192.63,17.21
2023-05-23,4145.58,18.53
2023-05-24,4115.24,20.03
2023-05-25,4151.28,19.14
2023-05-26,4205.45,17.95
2023-05-30,4205.52,17.46
2023-05-31,4179.83,17.94
2023-06-01,4221.02,15.65
2023-06-02,4282.37,14.6
2023-06-05,4273.79,14.73
2023-06-06,4283.85,13.96
2023-06-07,4267.52,13.94
2023-06-08,4293.93,13.65
2023-06-09,4298.86,13.83
2023-06-12,4338.93,15.01
2023-06-13,4369.01,14.61
2023-06-14,4372.59,13.88
2023-06-15,4425.84,14.5
2023-06-16,4409.59,13.54
2023-06-20,4388.71,13.88
2023-06-21,4365.69,13.2
2023-06-22,4381.89,12.91
2023-06-23,4348.33,13.44
2023-06-26,4328.82,14.25
2023-06-27,4378.41,13.74
2023-06-28,4376.86,13.43
2023-06-29,4396.44,13.54
2023-06-30,4450.38,13.59
2023-07-03,4455.59,13.57
2023-07-05,4446.82,14.18
2023-07-06,4411.59,15.44
2023-07-07,4398.95,14.83
2023-07-10,4409.53,15.07
2023-07-11,4439.26,14.84
2023-07-12,4472.16,13.54
2023-07-13,4510.04,13.61
2023-07-14,4505.42,13.34
2023-07-17,4522.79,13.48
2023-07-18,4554.98,13.3
2023-07-19,4565.72,13.76
2023-07-20,4534.87,13.99
2023-07-21,4536.34,13.6
2023-07-24,4554.64,13.91
2023-07-25,4567.46,13.86
2023-07-26,4566.75,13.19
2023-07-27,4537.41,14.41
2023-07-28,4582.23,13.33
2023-07-31,4588.96,13.63
2023-08-01,4576.73,13.93
2023-08-02,4513.39,16.09
2023-08-03,4501.89,15.92
2023-08-04,4478.03,17.1
2023-08-07,4518.44,15.77
2023-08-08,4499.38,15.99
2023-08-09,4467.71,15.96
2023-08-10,4468.83,15.85
2023-08-11,4464.05,14.84
2023-08-14,4489.72,14.82
2023-08-15,4437.86,16.46
2023-08-16,4404.33,16.78
2023-08-17,4370.36,17.89
2023-08-18,4369.71,17.3
2023-08-21,4399.77,17.13
2023-08-22,4387.55,16.97
2023-08-23,4436.01,15.98
2023-08-24,4376.31,17.2
2023-08-25,4405.71,15.68
2023-08-28,4433.31,15.08
2023-08-29,4497.63,14.45
2023-08-30,4514.87,13.88
2023-08-31,4507.66,13.57
2023-09-01,4515.77,13.09
2023-09-05,4496.83,14.01
2023-09-06,4465.48,14.45
2023-09-07,4451.14,14.4
2023-09-08,4457.49,13.84
2023-09-11,4487.46,13.8
2023-09-12,4461.9,14.23
2023-09-13,4467.44,13.48
2023-09-14,4505.1,12.82
2023-09-15,4450.32,13.79
2023-09-18,4453.53,14.0
2023-09-19,4443.95,14.11
2023-09-20,4402.2,15.14
2023-09-21,4330.0,17.54
2023-09-22,4320.06,17.2
2023-09-25,4337.44,16.9
2023-09-26,4273.53,18.94
2023-09-27,4274.51,18.22
2023-09-28,4299.7,17.34
2023-09-29,4288.05,17.52
2023-10-02,4288.39,17.61
2023-10-03,4229.45,19.78
2023-10-04,4263.75,18.58
2023-10-05,4258.19,18.49
2023-10-06,4308.5,17.45
2023-10-09,4335.66,17.7
2023-10-10,4358.24,17.03
2023-10-11,4376.95,16.09
2023-10-12,4349.61,16.69
2023-10-13,4327.78,19.32
2023-10-16,4373.63,17.21
2023-10-17,4373.2,17.88
2023-10-18,4314.6,19.22
2023-10-19,4278.0,21.4
2023-10-20,4224.16,21.71
2023-10-23,4217.04,20.37
2023-10-24,4247.68,18.97
2023-10-25,4186.77,20.19
2023-10-26,4137.23,20.68
2023-10-27,4117.37,21.27
2023-10-30,4166.82,19.75
2023-10-31,4193.8,18.14
2023-11-01,4237.86,16.87
2023-11-02,4317.78,15.66
2023-11-03,4358.34,14.91
2023-11-06,4365.98,14.89
2023-11-07,4378.38,14.81
2023-11-08,4382.78,14.45
2023-11-09,4347.35,15.29
2023-11-10,4415.24,14.17
2023-11-13,4411.55,14.76
2023-11-14,4495.7,14.16
2023-11-15,4502.88,14.18
2023-11-16,4508.24,14.32
2023-11-17,4514.02,13.8
2023-11-20,4547.38,13.41
2023-11-21,4538.19,13.35
2023-11-22,4556.62,12.85
2023-11-24,4559.34,12.46
2023-11-27,4550.43,12.69
2023-11-28,4554.89,12.69
2023-11-29,4550.58,12.98
2023-11-30,4567.8,12.92
2023-12-01,4594.63,12.63
2023-12-04,4569.78,13.08
2023-12-05,4567.18,12.85
2023-12-06,4549.34,12.97
2023-12-07,4585.59,13.06
2023-12-08,4604.37,12.35
2023-12-11,4622.44,12.63
2023-12-12,4643.7,12.07
2023-12-13,4707.09,12.19
2023-12-14,4719.55,12.48
2023-12-15,4719.19,12.28
2023-12-18,4740.56,12.56
2023-12-19,4768.37,12.53
2023-12-20,4698.35,13.67
2023-12-21,4746.75,13.65
2023-12-22,4754.63,13.03
2023-12-26,4774.75,12.99
2023-12-27,4781.58,12.43
2023-12-28,4783.35,12.47
2023-12-29,4769.83,12.45
2024-01-02,4742.83,13.2
2024-01-03,4704.81,14.04
2024-01-04,4688.68,14.13
2024-01-05,4697.24,13.35
2024-01-08,4763.54,13.08
2024-01-09,4756.5,12.76
2024-01-10,4783.45,12.69
2024-01-11,4780.24,12.44
2024-01-12,4783.83,12.7
2024-01-16,4765.98,13.84
2024-01-17,4739.21,14.79
2024-01-18,4780.94,14.13
2024-01-19,4839.81,13.3
2024-01-22,4850.43,13.19
2024-01-23,4864.6,12.55
2024-01-24,4868.55,13.14
2024-01-25,4894.16,13.45
2024-01-26,4890.97,13.26
2024-01-29,4927.93,13.6
2024-01-30,4924.97,13.31
2024-01-31,4845.65,14.35
2024-02-01,4906.19,13.88
2024-02-02,4958.61,13.85
2024-02-05,4942.81,13.67
2024-02-06,4954.23,13.06
2024-02-07,4995.06,12.83
2024-02-08,4997.91,12.79
2024-02-09,5026.61,12.93
2024-02-12,5021.84,13.93
2024-02-13,4953.17,15.85
2024-02-14,5000.62,14.38
2024-02-15,5029.73,14.01
2024-02-16,5005.57,14.24
2024-02-20,4975.51,15.42
2024-02-21,4981.8,15.34
2024-02-22,5087.03,14.54
2024-02-23,5088.8,13.75
2024-02-26,5069.53,13.74
2024-02-27,5078.18,13.43
2024-02-28,5069.76,13.84
2024-02-29,5096.27,13.4
2024-03-01,5137.08,13.11
2024-03-04,5130.95,13.49
2024-03-05,5078.65,14.46
2024-03-06,5104.76,14.5
2024-03-07,5157.36,14.44
2024-03-08,5123.69,14.74
2024-03-11,5117.94,15.22
2024-03-12,5175.27,13.84
2024-03-13,5165.31,13.75
2024-03-14,5150.48,14.4
2024-03-15,5117.09,14.41
2024-03-18,5149.42,14.33
2024-03-19,5178.51,13.82
2024-03-20,5224.62,13.04
2024-03-21,5241.53,12.92
2024-03-22,5234.18,13.06
2024-03-25,5218.19,13.19
2024-03-26,5203.58,13.24
2024-03-27,5248.49,12.78
2024-03-28,5254.35,13.01
2024-04-01,5243.77,13.65
2024-04-02,5205.81,14.61
2024-04-03,5211.49,14.33
2024-04-04,5147.21,16.35
2024-04-05,5204.34,16.03
2024-04-08,5202.39,15.19
2024-04-09,5209.91,14.98
2024-04-10,5160.64,15.8
2024-04-11,5199.06,14.91
2024-04-12,5123.41,17.31
2024-04-15,5061.82,19.23
2024-04-16,5051.41,18.4
2024-04-17,5022.21,18.21
2024-04-18,5011.12,18.0
2024-04-19,4967.23,18.71
2024-04-22,5010.6,16.94
2024-04-23,5070.55,15.69
2024-04-24,5071.63,15.97
2024-04-25,5048.42,15.37
2024-04-26,5099.96,15.03
2024-04-29,5116.17,14.67
2024-04-30,5035.69,15.65
2024-05-01,5018.39,15.39
2024-05-02,5064.2,14.68
2024-05-03,5127.79,13.49
2024-05-06,5180.74,13.49
2024-05-07,5187.7,13.23
2024-05-08,5187.67,13.0
2024-05-09,5214.08,12.69
2024-05-10,5222.68,12.55
2024-05-13,5221.42,13.6
2024-05-14,5246.68,13.42
2024-05-15,5308.15,12.45
2024-05-16,5297.1,12.42
2024-05-17,5303.27,11.99
2024-05-20,5308.13,12.15
2024-05-21,5321.41,11.86
2024-05-22,5307.01,12.29
2024-05-23,5267.84,12.77
2024-05-24,5304.72,11.93
2024-05-28,5306.04,12.92
2024-05-29,5266.95,14.28
2024-05-30,5235.48,14.47
2024-05-31,5277.51,12.92
2024-06-03,5283.4,13.11
2024-06-04,5291.34,13.16
2024-06-05,5354.03,12.63
2024-06-06,5352.96,12.58
2024-06-07,5346.99,12.22
2024-06-10,5360.79,12.74
2024-06-11,5375.32,12.85
2024-06-12,5421.03,12.04
2024-06-13,5433.74,11.94
2024-06-14,5431.6,12.66
2024-06-17,5473.23,12.75
2024-06-18,5487.03,12.3
2024-06-20,5473.17,13.28
2024-06-21,5464.62,13.2
2024-06-24,5447.87,13.33
2024-06-25,5469.3,12.84
2024-06-26,5477.9,12.55
2024-06-27,5482.87,12.24
2024-06-28,5460.48,12.44
2024-07-01,5475.09,12.22
2024-07-02,5509.01,12.03
2024-07-03,5537.02,12.09
2024-07-05,5567.19,12.48
2024-07-08,5572.85,12.37
2024-07-09,5576.98,12.51
2024-07-10,5633.91,12.85
2024-07-11,5584.54,12.92
2024-07-12,5615.35,12.46
2024-07-15,5631.22,13.12
2024-07-16,5667.2,13.19
2024-07-17,5588.27,14.48
2024-07-18,5544.59,15.93
2024-07-19,5505.0,16.52
2024-07-22,5564.41,14.91
2024-07-23,5555.74,14.72
2024-07-24,5427.13,18.04
2024-07-25,5399.22,18.46
2024-07-26,5459.1,16.39
2024-07-29,5463.54,16.6
2024-07-30,5436.44,17.69
2024-07-31,5522.3,16.36
2024-08-01,5446.68,18.59
2024-08-02,5346.56,23.39
2024-08-05,5186.33,38.57
2024-08-06,5240.03,27.71
2024-08-07,5199.5,27.85
2024-08-08,5319.31,23.79
2024-08-09,5344.16,20.37
2024-08-12,5344.39,20.71
2024-08-13,5434.43,18.12
2024-08-14,5455.21,16.19
2024-08-15,5543.22,15.23
2024-08-16,5554.25,14.8
2024-08-19,5608.25,14.65
2024-08-20,5597.12,15.88
2024-08-21,5620.85,16.27
2024-08-22,5570.64,17.55
2024-08-23,5634.61,15.86
2024-08-26,5616.84,16.15
2024-08-27,5625.8,15.43
2024-08-28,5592.18,17.11
2024-08-29,5591.96,15.65
2024-08-30,5648.4,15.0
2024-09-03,5528.93,20.72
2024-09-04,5520.07,21.32
2024-09-05,5503.41,19.9
2024-09-06,5408.42,22.38
2024-09-09,5471.05,19.45
2024-09-10,5495.52,19.08
2024-09-11,5554.13,17.69
2024-09-12,5595.76,17.07
2024-09-13,5626.02,16.56
2024-09-16,5633.09,17.14
2024-09-17,5634.58,17.61
2024-09-18,5618.26,18.23
2024-09-19,5713.64,16.33
2024-09-20,5702.55,16.15
2024-09-23,5718.57,15.89
2024-09-24,5732.93,15.39
2024-09-25,5722.26,15.41
2024-09-26,5745.37,15.37
2024-09-27,5738.17,16.96
2024-09-30,5762.48,16.73
2024-10-01,5708.75,19.26
2024-10-02,5709.54,18.9
2024-10-03,5699.94,20.49
2024-10-04,5751.07,19.21
2024-10-07,5695.94,22.64
2024-10-08,5751.13,21.42
2024-10-09,5792.04,20.86
2024-10-10,5780.05,20.93
2024-10-11,5815.03,20.46
2024-10-14,5859.85,19.7
2024-10-15,5815.26,20.64
2024-10-16,5842.47,19.58
2024-10-17,5841.47,19.11
2024-10-18,5864.67,18.03
2024-10-21,5853.98,18.37
2024-10-22,5851.2,18.2
2024-10-23,5797.42,19.24
2024-10-24,5809.86,19.08
2024-10-25,5808.12,20.33
2024-10-28,5823.52,19.8
2024-10-29,5832.92,19.34
2024-10-30,5813.67,20.35
2024-10-31,5705.45,23.16
2024-11-01,5728.8,21.88
2024-11-04,5712.69,21.98
2024-11-05,5782.76,20.49
2024-11-06,5929.04,16.27
2024-11-07,5973.1,15.2
2024-11-08,5995.54,14.94
2024-11-11,6001.35,14.97
2024-11-12,5983.99,14.71
2024-11-13,5985.38,14.02
2024-11-14,5949.17,14.31
2024-11-15,5870.62,16.14
2024-11-18,5893.62,15.58
2024-11-19,5916.98,16.35
2024-11-20,5917.11,17.16
2024-11-21,5948.71,16.87
2024-11-22,5969.34,15.24
2024-11-25,5987.37,14.6
2024-11-26,6021.63,14.1
2024-11-27,5998.74,14.1
2024-11-29,6032.38,13.51
2024-12-02,6047.15,13.34
2024-12-03,6049.88,13.3
2024-12-04,6086.49,13.45
2024-12-05,6075.11,13.54
2024-12-06,6090.27,12.77
2024-12-09,6052.85,14.19
2024-12-10,6034.91,14.18
2024-12-11,6084.19,13.58
2024-12-12,6051.25,13.92
2024-12-13,6051.09,13.81
2024-12-16,6074.08,14.69
2024-12-17,6050.61,15.87
2024-12-18,5872.16,27.62
2024-12-19,5867.08,24.09
2024-12-20,5930.85,18.36
2024-12-23,5974.07,16.78
2024-12-24,6040.04,14.27
2024-12-26,6037.59,14.73
2024-12-27,5970.84,15.95
2024-12-30,5906.94,17.4
2024-12-31,5881.63,17.35
2025-01-02,5868.55,17.93
2025-01-03,5942.47,16.13
2025-01-06,5975.38,16.04
2025-01-07,5909.03,17.82
2025-01-08,5918.25,17.7
2025-01-10,5827.04,19.54
2025-01-13,5836.22,19.19
2025-01-14,5842.91,18.71
2025-01-15,5949.91,16.12
2025-01-16,5937.34,16.6
2025-01-17,5996.66,15.97
2025-01-21,6049.24,15.06
2025-01-22,6086.37,15.1
2025-01-23,6118.71,15.02
2025-01-24,6101.24,14.85
2025-01-27,6012.28,17.9
2025-01-28,6067.7,16.41
2025-01-29,6039.31,16.56
2025-01-30,6071.17,15.84
2025-01-31,6040.53,16.43
2025-02-03,5994.57,18.62
2025-02-04,6037.88,17.21
2025-02-05,6061.48,15.77
2025-02-06,6083.57,15.5
2025-02-07,6025.99,16.54
2025-02-10,6066.44,15.81
2025-02-11,6068.5,16.02
2025-02-12,6051.97,15.89
2025-02-13,6115.07,15.1
2025-02-14,6114.63,14.77
2025-02-18,6129.58,15.35
2025-02-19,6144.15,15.27
2025-02-20,6117.52,15.66
2025-02-21,6013.13,18.21
2025-02-24,5983.25,18.98
2025-02-25,5955.25,19.43
2025-02-26,5956.06,19.1
2025-02-27,5861.57,21.13
2025-02-28,5954.5,19.63
2025-03-03,5849.72,22.78
2025-03-04,5778.15,23.51
2025-03-05,5842.63,21.93
2025-03-06,5738.52,24.87
2025-03-07,5770.2,23.37
2025-03-10,5614.56,27.86
2025-03-11,5572.07,26.92
2025-03-12,5599.3,24.23
2025-03-13,5521.52,24.66
2025-03-14,5638.94,21.77
2025-03-17,5675.12,20.51
2025-03-18,5614.66,21.7
2025-03-19,5675.29,19.9
2025-03-20,5662.89,19.8
2025-03-21,5667.56,19.28
2025-03-24,5767.57,17.48
2025-03-25,5776.65,17.15
2025-03-26,5712.2,18.33
2025-03-27,5693.31,18.69
2025-03-28,5580.94,21.65
2025-03-31,5611.85,22.28
2025-04-01,5633.07,21.77
2025-04-02,5670.97,21.51
2025-04-03,5396.52,30.02
2025-04-04,5074.08,45.31
2025-04-07,5062.25,46.98
2025-04-08,4982.77,52.33
2025-04-09,5456.9,33.62
2025-04-10,5268.05,40.72
2025-04-11,5363.36,37.56
2025-04-14,5405.97,30.89
2025-04-15,5396.63,30.12
2025-04-16,5275.7,32.64
2025-04-17,5282.7,29.65
2025-04-21,5158.2,33.82
2025-04-22,5287.76,30.57
2025-04-23,5375.86,28.45
2025-04-24,5484.77,26.47
2025-04-25,5525.21,24.84
2025-04-28,5528.75,25.15
2025-04-29,5560.83,24.17
2025-04-30,5569.06,24.7
2025-05-01,5604.14,24.6
2025-05-02,5686.67,22.68
2025-05-05,5650.38,23.64
2025-05-06,5606.91,24.76
2025-05-07,5631.28,23.55
2025-05-08,5663.94,22.48
2025-05-09,5659.91,21.9
2025-05-12,5844.19,18.39
2025-05-13,5886.55,18.22
2025-05-14,5892.58,18.62
2025-05-15,5916.93,17.83
2025-05-16,5958.38,17.24
2025-05-19,5963.6,18.14
2025-05-20,5940.46,18.09
2025-05-21,5844.61,20.87
2025-05-22,5842.01,20.28
2025-05-23,5802.82,22.29
2025-05-27,5921.54,18.96
2025-05-28,5888.55,19.31
2025-05-29,5912.17,19.18
2025-05-30,5911.69,18.57
